Date,Primary Keywords,Location,Device Type,Organic_Traffic,Keywords_Ranking,Clicks,Impressions,CTR (%),Average_Position,Conversion_Rate (%),Top_Landing_Pages,Keyword_Difficulty,Organic_Revenue ($),Technical_SEO_Errors,Opportunity_Score,Action_Category
2023-02-06 05:00:00,vegan leather handbags,Australia,Tablet,1210,92,460,36273,4.86,38.21,8.16,Blog Post,42.54,2679.5,8,949.3064642763675,Low Priority
2023-02-06 06:00:00,eco-friendly clothing,Germany,Desktop,1960,76,133,12430,9.47,47.36,12.57,Product Page,73.48,2854.97,6,262.45777027027026,Low Priority
2023-02-06 07:00:00,eco-friendly accessories,Australia,Laptop,2614,62,1273,12692,7.66,44.5,2.49,Homepage,28.58,4917.15,11,285.2134831460674,Low Priority
2023-02-06 08:00:00,eco-friendly accessories,United States,Tablet,1343,96,2660,24731,4.12,17.44,1.66,Category Page,56.53,7168.83,12,1418.0619266055046,Growth Opportunity
2023-02-06 09:00:00,vegan leather handbags,Canada,Mobile,6723,65,465,22253,3.25,15.04,13.4,Homepage,26.82,6491.21,8,1479.587765957447,Growth Opportunity
2023-02-06 10:00:00,eco-friendly clothing,Australia,Mobile,3337,48,991,9869,2.52,33.53,8.64,Homepage,21.44,9409.9,16,294.3334327467939,Low Priority
2023-02-06 11:00:00,sustainable outdoor gear,Germany,Laptop,957,38,800,6091,6.41,30.82,5.06,Product Page,14.51,4685.98,4,197.63140817650876,Low Priority
2023-02-06 12:00:00,sustainable outdoor gear,Australia,Laptop,6969,60,1477,37178,8.51,42.51,5.43,Blog Post,40.91,5512.87,12,874.5706892495884,Low Priority
2023-02-06 13:00:00,sustainable outdoor gear,United Kingdom,Laptop,138,44,1201,38038,6.76,32.68,6.36,Category Page,40.45,5298.48,4,1163.953488372093,Low Priority
2023-02-06 14:00:00,vegan leather handbags,Canada,Laptop,8448,21,88,1830,6.56,42.44,13.7,Blog Post,42.52,4877.07,8,43.119698397737984,Low Priority
2023-02-06 15:00:00,eco-friendly clothing,Australia,Tablet,6107,60,2963,32690,9.11,11.9,3.5,Homepage,50.98,3824.48,7,2747.0588235294117,Growth Opportunity
2023-02-06 16:00:00,sustainable outdoor gear,Australia,Mobile,9221,38,1078,32284,1.46,1.96,10.03,Product Page,36.85,144.62,15,16471.428571428572,Maintain
2023-02-06 17:00:00,sustainable outdoor gear,Canada,Laptop,9457,22,1949,26123,5.13,41.84,7.65,Blog Post,27.22,2569.49,18,624.3546845124283,Low Priority
2023-02-06 18:00:00,organic cotton apparel,Australia,Mobile,2153,64,1618,10632,1.35,17.95,9.57,Category Page,72.23,1534.41,12,592.3119777158774,Growth Opportunity
2023-02-06 19:00:00,eco-friendly accessories,Canada,Mobile,3308,11,2196,13072,6.8,38.07,2.78,Blog Post,50.94,3192.29,12,343.3674809561335,Low Priority
2023-02-06 20:00:00,eco-friendly accessories,Canada,Tablet,972,36,733,28156,2.83,1.05,13.85,Product Page,88.74,504.7,0,26815.238095238095,Maintain
2023-02-06 21:00:00,eco-friendly accessories,United Kingdom,Desktop,5507,51,2097,20040,4.64,39.86,8.94,Blog Post,16.64,8764.74,1,502.75965880582044,Low Priority
2023-02-06 22:00:00,recycled fabric dresses,Australia,Mobile,2332,34,2544,9455,4.53,10.97,2.94,Blog Post,61.36,3260.95,16,861.8960802187785,Growth Opportunity
2023-02-06 23:00:00,recycled fabric dresses,United Kingdom,Mobile,2342,76,2556,11561,6.91,34.93,12.3,Blog Post,71.82,3630.65,16,330.97623819066706,Low Priority
2023-02-07 00:00:00,sustainable outdoor gear,United Kingdom,Laptop,1146,68,2940,32771,1.6,8.85,12.11,Blog Post,46.73,7967.25,6,3702.937853107345,Quick Win
2023-02-07 01:00:00,sustainable outdoor gear,Canada,Desktop,8220,64,2243,24219,1.42,26.97,0.87,Product Page,17.93,5180.3,6,897.9977753058955,Low Priority
2023-02-07 02:00:00,eco-friendly accessories,Australia,Desktop,2767,13,1326,27269,0.83,19.75,7.19,Homepage,66.05,7015.37,10,1380.7088607594937,Growth Opportunity
2023-02-07 03:00:00,eco-friendly accessories,United States,Desktop,3706,19,2874,31760,7.15,47.29,1.68,Homepage,24.68,6095.66,15,671.6007612603087,Low Priority
2023-02-07 04:00:00,vegan leather handbags,United States,Laptop,239,15,1096,45657,1.02,49.02,14.14,Blog Post,89.43,3637.83,10,931.3953488372093,Low Priority
2023-02-07 05:00:00,recycled fabric dresses,Germany,Mobile,1093,60,1717,7124,9.1,20.86,2.88,Category Page,79.98,8660.07,7,341.5148609779482,Low Priority
2023-02-07 06:00:00,recycled fabric dresses,Australia,Laptop,7920,75,143,19183,2.09,1.46,4.57,Blog Post,89.09,9332.05,10,13139.04109589041,Maintain
2023-02-07 07:00:00,sustainable outdoor gear,Australia,Desktop,4883,51,2975,2249,0.63,35.9,12.62,Product Page,55.65,4871.76,15,62.64623955431755,Low Priority
2023-02-07 08:00:00,organic cotton apparel,Canada,Laptop,3497,77,1637,2827,6.54,10.35,8.25,Blog Post,14.81,6758.15,9,273.14009661835746,Growth Opportunity
2023-02-07 09:00:00,eco-friendly clothing,Australia,Mobile,7895,40,979,25964,8.13,42.07,8.48,Blog Post,74.33,240.39,18,617.1618730686951,Low Priority
2023-02-07 10:00:00,recycled fabric dresses,Canada,Laptop,3972,96,263,34052,1.72,43.51,7.16,Category Page,73.63,9633.68,0,782.6246839806942,Low Priority
2023-02-07 11:00:00,recycled fabric dresses,United Kingdom,Tablet,5305,83,1241,36503,2.85,17.33,14.07,Product Page,39.59,8544.58,10,2106.347374495095,Growth Opportunity
2023-02-07 12:00:00,organic cotton apparel,United States,Tablet,3618,10,1815,7264,2.08,30.5,4.41,Category Page,83.74,2290.17,4,238.16393442622953,Low Priority
2023-02-07 13:00:00,eco-friendly accessories,Mexico,Laptop,7176,44,208,28290,4.53,26.22,2.76,Product Page,16.27,5508.88,3,1078.9473684210527,Low Priority
2023-02-07 14:00:00,recycled fabric dresses,Mexico,Mobile,6028,53,2413,11335,8.33,37.6,6.56,Blog Post,28.5,3499.65,14,301.46276595744683,Low Priority
2023-02-07 15:00:00,organic cotton apparel,Germany,Laptop,5039,45,2083,5243,4.27,13.12,1.81,Homepage,40.8,7190.14,0,399.6189024390244,Growth Opportunity
2023-02-07 16:00:00,eco-friendly clothing,United Kingdom,Desktop,2046,31,810,16335,3.36,47.72,1.35,Blog Post,70.72,2479.97,17,342.3093042749372,Low Priority
2023-02-07 17:00:00,vegan leather handbags,Mexico,Mobile,7735,40,1491,14083,7.18,4.61,7.21,Homepage,87.32,8991.24,19,3054.8806941431667,Quick Win
2023-02-07 18:00:00,organic cotton apparel,United States,Desktop,1501,81,1300,27302,8.62,23.19,4.25,Blog Post,45.92,6129.42,6,1177.3178094006037,Low Priority
2023-02-07 19:00:00,sustainable outdoor gear,United States,Mobile,9306,26,2132,33029,4.14,48.17,6.95,Product Page,16.18,4197.38,14,685.6757317832676,Low Priority
2023-02-07 20:00:00,eco-friendly clothing,Canada,Tablet,876,55,815,16234,5.7,2.65,5.36,Blog Post,63.46,4350.46,15,6126.037735849057,Maintain
2023-02-07 21:00:00,organic cotton apparel,Australia,Tablet,7593,77,749,31854,2.04,49.64,14.2,Blog Post,69.51,7435.84,13,641.7002417405319,Low Priority
2023-02-07 22:00:00,eco-friendly accessories,Germany,Mobile,5639,27,1831,4617,7.82,42.11,7.87,Homepage,58.8,3120.01,11,109.64141534077417,Low Priority
2023-02-07 23:00:00,eco-friendly clothing,Australia,Laptop,8490,85,743,11025,7.44,46.06,10.12,Product Page,29.57,9948.29,4,239.36170212765958,Low Priority
2023-02-08 00:00:00,recycled fabric dresses,United Kingdom,Laptop,8128,59,2140,17714,2.29,21.6,13.46,Homepage,33.83,1566.34,14,820.0925925925925,Low Priority
2023-02-08 01:00:00,vegan leather handbags,Canada,Desktop,1833,98,2474,20385,7.54,5.11,1.88,Category Page,77.51,6101.49,10,3989.2367906066534,Quick Win
2023-02-08 02:00:00,organic cotton apparel,Germany,Tablet,4774,68,1923,33890,6.53,9.5,12.29,Homepage,38.28,4196.25,16,3567.368421052631,Quick Win
2023-02-08 03:00:00,vegan leather handbags,United Kingdom,Desktop,9755,75,353,10855,2.93,8.42,8.65,Product Page,21.47,5708.16,6,1289.1923990498813,Quick Win
2023-02-08 04:00:00,eco-friendly clothing,Germany,Laptop,1268,79,796,20169,5.62,49.79,7.02,Blog Post,50.13,6818.01,15,405.0813416348664,Low Priority
2023-02-08 05:00:00,organic cotton apparel,Canada,Desktop,8710,13,467,28233,1.02,44.42,10.65,Category Page,34.45,7485.14,10,635.5920756416028,Low Priority
2023-02-08 06:00:00,vegan leather handbags,United Kingdom,Laptop,6475,59,2718,38660,1.06,49.34,11.55,Product Page,25.76,8423.01,0,783.542764491285,Low Priority
2023-02-08 07:00:00,recycled fabric dresses,Canada,Mobile,4417,39,692,19343,1.1,14.06,10.46,Homepage,84.18,8728.1,13,1375.7467994310098,Growth Opportunity
2023-02-08 08:00:00,organic cotton apparel,United Kingdom,Mobile,5043,77,2882,18220,8.91,21.04,12.01,Category Page,78.32,6608.2,9,865.9695817490496,Low Priority
2023-02-08 09:00:00,eco-friendly accessories,United States,Mobile,1661,82,2584,40682,8.62,17.24,1.22,Blog Post,88.29,3643.56,17,2359.744779582367,Growth Opportunity
2023-02-08 10:00:00,vegan leather handbags,Germany,Laptop,7288,53,2583,35777,3.53,39.54,8.14,Product Page,71.98,8093.81,7,904.8305513404148,Low Priority
2023-02-08 11:00:00,vegan leather handbags,Mexico,Mobile,7499,24,2188,48093,1.39,29.59,8.81,Blog Post,31.9,1857.31,7,1625.3126056100034,Low Priority
2023-02-08 12:00:00,sustainable outdoor gear,United Kingdom,Tablet,679,2,1734,34341,4.44,4.85,1.41,Product Page,55.47,2178.57,14,7080.618556701032,Quick Win
2023-02-08 13:00:00,recycled fabric dresses,United Kingdom,Tablet,9420,18,2200,42254,2.74,35.56,2.05,Blog Post,19.07,4682.33,19,1188.2452193475815,Low Priority
2023-02-08 14:00:00,recycled fabric dresses,Mexico,Mobile,2113,92,682,27481,3.89,48.68,4.0,Product Page,53.38,9579.58,0,564.5234182415777,Low Priority
2023-02-08 15:00:00,sustainable outdoor gear,United Kingdom,Laptop,4222,86,2204,47648,9.3,27.57,0.8,Category Page,23.79,5888.4,2,1728.2553500181357,Low Priority
2023-02-08 16:00:00,organic cotton apparel,Mexico,Mobile,9321,81,360,5640,8.36,24.64,12.57,Category Page,12.87,4696.16,0,228.89610389610388,Low Priority
2023-02-08 17:00:00,eco-friendly clothing,Canada,Tablet,5006,97,450,26121,8.22,49.28,8.62,Category Page,38.21,8285.49,11,530.0527597402597,Low Priority
2023-02-08 18:00:00,vegan leather handbags,Australia,Tablet,2267,15,1702,7277,2.2,7.5,11.7,Homepage,21.25,4853.48,19,970.2666666666667,Quick Win
2023-02-08 19:00:00,sustainable outdoor gear,Mexico,Desktop,2828,47,1989,3529,6.67,48.86,10.05,Category Page,80.77,3602.18,2,72.22677036430618,Low Priority
2023-02-08 20:00:00,sustainable outdoor gear,Germany,Desktop,2209,51,2712,11051,8.25,36.97,9.46,Blog Post,11.69,8400.38,15,298.9180416553963,Low Priority
2023-02-08 21:00:00,organic cotton apparel,United Kingdom,Tablet,163,42,1272,45011,0.64,18.91,10.01,Product Page,11.45,1383.0,0,2380.2749867794814,Growth Opportunity
2023-02-08 22:00:00,sustainable outdoor gear,United States,Mobile,6585,95,1384,23262,4.0,35.14,0.77,Blog Post,40.85,2098.28,15,661.9806488332384,Low Priority
2023-02-08 23:00:00,vegan leather handbags,United Kingdom,Tablet,671,12,1084,30064,6.28,32.65,5.92,Category Page,73.05,4021.6,19,920.7963246554365,Low Priority
2023-02-09 00:00:00,sustainable outdoor gear,Australia,Desktop,6822,12,798,33301,6.67,43.32,6.41,Blog Post,74.6,461.31,6,768.7211449676823,Low Priority
2023-02-09 01:00:00,sustainable outdoor gear,Germany,Laptop,2160,21,626,3375,1.31,28.39,5.75,Product Page,58.13,868.72,1,118.87988728425502,Low Priority
2023-02-09 02:00:00,vegan leather handbags,Canada,Laptop,5612,32,264,33751,9.24,8.13,12.63,Blog Post,35.34,404.11,16,4151.414514145141,Quick Win
2023-02-09 03:00:00,eco-friendly clothing,United Kingdom,Desktop,4473,68,561,13651,3.28,27.27,9.74,Blog Post,67.4,1517.26,5,500.58672533920065,Low Priority
2023-02-09 04:00:00,recycled fabric dresses,Canada,Tablet,7379,50,1874,32101,7.72,5.15,12.17,Category Page,70.06,6061.37,12,6233.203883495145,Quick Win
2023-02-09 05:00:00,eco-friendly accessories,Australia,Desktop,6525,16,2538,13867,4.24,38.11,7.61,Homepage,53.21,107.71,2,363.867751246392,Low Priority
2023-02-09 06:00:00,recycled fabric dresses,Canada,Mobile,1702,42,2296,44621,6.3,1.86,11.64,Product Page,18.5,7910.25,1,23989.78494623656,Maintain
2023-02-09 07:00:00,vegan leather handbags,United States,Tablet,2804,65,251,11702,7.15,26.35,9.54,Blog Post,22.14,4535.51,11,444.0986717267552,Low Priority
2023-02-09 08:00:00,eco-friendly clothing,Mexico,Laptop,7441,83,1898,7441,2.58,3.46,5.93,Blog Post,58.63,4457.15,3,2150.578034682081,Quick Win
2023-02-09 09:00:00,eco-friendly accessories,United States,Laptop,5646,38,1658,6436,8.99,37.21,11.25,Blog Post,26.14,4547.16,10,172.96425692018275,Low Priority
2023-02-09 10:00:00,sustainable outdoor gear,Mexico,Laptop,6389,53,2992,15324,2.52,38.72,13.05,Homepage,59.47,8573.65,4,395.76446280991735,Low Priority
2023-02-09 11:00:00,eco-friendly clothing,United States,Mobile,4273,34,210,37845,9.87,33.54,1.51,Product Page,10.19,9072.41,12,1128.3542039355993,Low Priority
2023-02-09 12:00:00,recycled fabric dresses,United Kingdom,Desktop,7443,58,1828,15794,2.41,15.65,7.92,Homepage,26.34,9770.92,8,1009.2012779552715,Growth Opportunity
2023-02-09 13:00:00,organic cotton apparel,United States,Mobile,5113,23,907,29504,1.94,39.85,9.55,Blog Post,70.17,7499.4,3,740.3764115432873,Low Priority
2023-02-09 14:00:00,sustainable outdoor gear,Australia,Laptop,9268,23,2210,44683,4.93,46.72,10.32,Product Page,46.73,6263.66,5,956.3998287671233,Low Priority
2023-02-09 15:00:00,sustainable outdoor gear,United Kingdom,Tablet,3756,85,273,49775,3.73,30.1,11.11,Blog Post,62.69,6598.71,19,1653.6544850498337,Low Priority
2023-02-09 16:00:00,eco-friendly accessories,Germany,Desktop,3002,42,968,29871,2.81,12.32,14.6,Category Page,86.8,5893.9,6,2424.594155844156,Growth Opportunity
2023-02-09 17:00:00,sustainable outdoor gear,Canada,Tablet,8642,54,1851,25226,6.89,7.32,7.76,Category Page,40.7,916.48,2,3446.174863387978,Quick Win
2023-02-09 18:00:00,vegan leather handbags,United Kingdom,Desktop,7407,87,303,33104,1.26,42.08,14.52,Product Page,10.03,7901.83,5,786.6920152091255,Low Priority
2023-02-09 19:00:00,organic cotton apparel,Canada,Mobile,9754,88,2924,37781,4.17,4.01,12.02,Homepage,80.05,6913.02,7,9421.695760598504,Quick Win
2023-02-09 20:00:00,eco-friendly clothing,United Kingdom,Tablet,1586,86,104,26387,0.67,32.02,12.36,Homepage,55.2,9790.7,11,824.0787008119925,Low Priority
2023-02-09 21:00:00,sustainable outdoor gear,United States,Desktop,6494,13,2477,10636,2.53,26.32,6.15,Product Page,15.29,2773.79,17,404.10334346504555,Low Priority
2023-02-09 22:00:00,vegan leather handbags,United Kingdom,Mobile,191,96,1229,9223,4.46,12.22,5.14,Category Page,32.34,3426.85,17,754.7463175122749,Growth Opportunity
2023-02-09 23:00:00,organic cotton apparel,Australia,Mobile,4974,28,2307,47734,3.05,47.62,6.34,Product Page,16.37,1775.35,9,1002.3939521209577,Low Priority
2023-02-10 00:00:00,organic cotton apparel,Canada,Desktop,9222,85,2650,8768,9.56,47.87,5.06,Homepage,72.12,1343.96,11,183.1627324002507,Low Priority
2023-02-10 01:00:00,sustainable outdoor gear,Mexico,Desktop,5111,58,86,4373,6.36,12.33,1.93,Homepage,45.12,1159.81,10,354.6634225466342,Growth Opportunity
2023-02-10 02:00:00,eco-friendly clothing,Canada,Desktop,7128,60,234,40762,8.36,37.02,5.15,Homepage,38.76,1607.36,10,1101.080497028633,Low Priority
2023-02-10 03:00:00,eco-friendly accessories,Canada,Desktop,5941,73,1673,10556,7.99,37.42,9.13,Blog Post,18.11,2573.53,9,282.0951362907536,Low Priority
2023-02-10 04:00:00,eco-friendly clothing,United Kingdom,Tablet,3518,70,2075,20400,3.99,1.9,8.36,Category Page,60.29,7338.21,19,10736.842105263157,Maintain
2023-02-10 05:00:00,organic cotton apparel,United Kingdom,Desktop,2724,37,691,7051,1.25,13.77,12.53,Homepage,80.2,7522.77,8,512.0551924473493,Growth Opportunity
2023-02-10 06:00:00,eco-friendly accessories,Germany,Desktop,5090,15,1447,41238,5.52,29.41,10.01,Blog Post,55.24,9999.33,9,1402.1761305678342,Low Priority
2023-02-10 07:00:00,organic cotton apparel,Canada,Tablet,1369,70,855,17277,6.95,43.65,2.75,Category Page,21.39,6486.41,17,395.8075601374571,Low Priority
2023-02-10 08:00:00,eco-friendly accessories,Mexico,Tablet,9790,28,2812,16639,8.92,15.21,8.07,Homepage,58.91,4741.59,15,1093.9513477975015,Growth Opportunity
2023-02-10 09:00:00,eco-friendly accessories,United States,Laptop,9919,15,1345,25156,7.43,41.16,14.24,Homepage,19.78,2186.58,5,611.175898931001,Low Priority
2023-02-10 10:00:00,eco-friendly clothing,United Kingdom,Tablet,4511,37,1429,47852,4.47,48.17,6.06,Product Page,69.2,953.06,5,993.3983807348972,Low Priority
2023-02-10 11:00:00,vegan leather handbags,Germany,Mobile,2011,51,595,21494,3.41,17.71,9.61,Category Page,74.42,3647.96,5,1213.6645962732919,Growth Opportunity
2023-02-10 12:00:00,organic cotton apparel,Australia,Desktop,2896,20,2592,45836,8.83,16.17,0.98,Blog Post,77.49,1281.84,10,2834.6320346320344,Growth Opportunity
2023-02-10 13:00:00,vegan leather handbags,Australia,Laptop,4035,91,1510,29795,5.75,6.21,8.84,Homepage,68.71,8764.64,0,4797.906602254428,Quick Win
2023-02-10 14:00:00,vegan leather handbags,United Kingdom,Mobile,8113,52,2236,26152,1.83,15.65,14.83,Category Page,62.47,9241.39,10,1671.0543130990416,Growth Opportunity
2023-02-10 15:00:00,eco-friendly accessories,Canada,Mobile,2871,73,831,40143,3.96,26.55,12.04,Category Page,80.13,5246.56,17,1511.9774011299435,Low Priority
2023-02-10 16:00:00,eco-friendly clothing,Mexico,Desktop,4375,75,183,8061,1.09,25.17,8.4,Product Page,37.02,2391.51,12,320.2622169249106,Low Priority
2023-02-10 17:00:00,eco-friendly clothing,United Kingdom,Mobile,8544,12,679,40661,6.91,42.64,2.68,Category Page,14.53,9715.15,0,953.5881801125703,Low Priority
2023-02-10 18:00:00,organic cotton apparel,Australia,Tablet,950,97,1074,34740,9.97,33.8,11.15,Blog Post,32.04,3578.16,19,1027.810650887574,Low Priority
2023-02-10 19:00:00,vegan leather handbags,Germany,Desktop,531,78,739,40907,3.72,23.59,1.69,Blog Post,82.77,8610.47,5,1734.082238236541,Low Priority
2023-02-10 20:00:00,organic cotton apparel,United States,Laptop,999,35,2976,8062,2.86,23.96,2.22,Homepage,27.76,6101.9,4,336.4774624373957,Low Priority
2023-02-10 21:00:00,sustainable outdoor gear,United States,Desktop,9100,89,1427,26060,1.36,15.73,14.28,Homepage,83.72,7380.54,15,1656.706929434202,Growth Opportunity
2023-02-10 22:00:00,organic cotton apparel,Australia,Tablet,3021,75,1200,37586,5.42,42.19,10.05,Homepage,41.09,6731.44,7,890.8746148376393,Low Priority
2023-02-10 23:00:00,sustainable outdoor gear,Mexico,Tablet,7278,25,1743,21387,3.19,32.19,8.47,Homepage,57.92,3548.39,5,664.398881640261,Low Priority
2023-02-11 00:00:00,eco-friendly accessories,United States,Mobile,1244,6,2940,48558,8.09,36.74,14.99,Blog Post,10.96,754.07,3,1321.66575939031,Low Priority
2023-02-11 01:00:00,eco-friendly accessories,United Kingdom,Mobile,9369,82,2997,20403,4.59,6.83,14.76,Product Page,12.41,371.94,16,2987.2620790629576,Quick Win
2023-02-11 02:00:00,vegan leather handbags,Australia,Tablet,1652,12,1776,24886,3.27,21.21,0.6,Product Page,64.29,2410.23,12,1173.3144743045732,Low Priority
2023-02-11 03:00:00,eco-friendly clothing,Mexico,Laptop,5422,28,2367,23295,1.35,17.87,10.2,Blog Post,77.42,3105.69,1,1303.581421376609,Growth Opportunity
2023-02-11 04:00:00,eco-friendly accessories,Australia,Laptop,3892,77,422,41902,9.07,48.5,2.03,Category Page,86.25,5443.09,8,863.9587628865979,Low Priority
2023-02-11 05:00:00,sustainable outdoor gear,Mexico,Laptop,4709,11,1795,8224,4.77,7.31,13.7,Blog Post,32.53,5796.2,1,1125.0341997264022,Quick Win
2023-02-11 06:00:00,eco-friendly clothing,Australia,Mobile,4515,80,1338,2217,3.49,6.09,6.34,Blog Post,42.82,3489.65,10,364.0394088669951,Quick Win
2023-02-11 07:00:00,eco-friendly clothing,United States,Laptop,8362,47,743,12959,3.33,25.62,5.17,Product Page,13.83,9368.8,5,505.81576893052306,Low Priority
2023-02-11 08:00:00,recycled fabric dresses,United Kingdom,Desktop,8296,84,1643,48475,4.56,34.96,11.37,Blog Post,39.8,6188.34,1,1386.5846681922196,Low Priority
2023-02-11 09:00:00,eco-friendly clothing,Australia,Laptop,3395,66,2403,49987,3.35,25.74,9.19,Product Page,62.78,847.06,3,1941.9968919968921,Low Priority
2023-02-11 10:00:00,recycled fabric dresses,Germany,Laptop,5342,93,2984,15026,8.28,10.45,1.53,Blog Post,20.54,1410.65,18,1437.8947368421052,Growth Opportunity
2023-02-11 11:00:00,organic cotton apparel,Germany,Mobile,399,62,1759,40687,2.52,40.39,11.45,Product Page,10.75,9479.81,11,1007.3533052735826,Low Priority
2023-02-11 12:00:00,recycled fabric dresses,Mexico,Desktop,7405,28,1502,26804,3.61,3.13,7.67,Product Page,52.76,3103.16,18,8563.578274760383,Quick Win
2023-02-11 13:00:00,organic cotton apparel,Canada,Laptop,3853,37,971,10299,6.1,17.26,9.94,Category Page,38.8,5010.12,5,596.6975666280417,Growth Opportunity
2023-02-11 14:00:00,sustainable outdoor gear,Germany,Laptop,7554,53,2478,23186,8.51,28.66,1.76,Category Page,43.24,8931.57,0,809.0020935101187,Low Priority
2023-02-11 15:00:00,organic cotton apparel,United Kingdom,Tablet,7624,85,1604,49562,7.14,36.98,3.53,Homepage,52.18,9189.31,9,1340.2379664683613,Low Priority
2023-02-11 16:00:00,eco-friendly clothing,United Kingdom,Desktop,3148,28,2323,15946,4.49,31.17,7.0,Blog Post,63.54,1044.27,6,511.58164902149497,Low Priority
2023-02-11 17:00:00,eco-friendly clothing,Mexico,Laptop,2471,58,2820,7319,5.68,7.71,4.16,Product Page,25.74,3925.17,1,949.2866407263296,Quick Win
2023-02-11 18:00:00,eco-friendly clothing,Mexico,Desktop,2798,50,1952,26924,6.89,41.74,3.28,Category Page,12.2,4195.01,10,645.04072831816,Low Priority
2023-02-11 19:00:00,eco-friendly accessories,United Kingdom,Mobile,576,75,1181,30558,1.58,8.78,9.73,Category Page,72.09,132.45,13,3480.4100227790436,Quick Win
2023-02-11 20:00:00,organic cotton apparel,United States,Mobile,2124,56,2301,1662,6.58,28.75,6.02,Category Page,38.05,6931.46,19,57.80869565217392,Low Priority
2023-02-11 21:00:00,vegan leather handbags,United States,Mobile,4263,76,2865,43328,8.2,46.55,1.59,Homepage,58.04,1649.3,16,930.7841031149302,Low Priority
2023-02-11 22:00:00,vegan leather handbags,Canada,Laptop,3716,51,1849,32589,5.48,24.41,13.61,Product Page,76.05,9125.42,15,1335.067595247849,Low Priority
2023-02-11 23:00:00,eco-friendly accessories,United Kingdom,Laptop,2715,7,2557,27580,4.81,46.64,4.54,Homepage,48.13,9330.56,10,591.3379073756432,Low Priority
2023-02-12 00:00:00,organic cotton apparel,Canada,Mobile,7200,13,954,42480,5.88,1.65,7.81,Blog Post,27.81,385.89,19,25745.454545454548,Maintain
2023-02-12 01:00:00,eco-friendly clothing,United Kingdom,Mobile,9431,72,130,2610,8.81,1.32,10.47,Homepage,26.6,738.81,10,1977.2727272727273,Maintain
2023-02-12 02:00:00,recycled fabric dresses,United States,Desktop,1309,17,2265,47372,3.04,16.07,13.36,Category Page,21.35,5753.65,9,2947.853142501556,Growth Opportunity
2023-02-12 03:00:00,eco-friendly accessories,Canada,Desktop,7194,71,1528,7497,2.02,7.95,9.18,Blog Post,74.88,5152.79,7,943.0188679245283,Quick Win
2023-02-12 04:00:00,eco-friendly accessories,United States,Tablet,3375,10,2710,24407,1.88,22.77,8.39,Product Page,47.02,1450.63,0,1071.892841458059,Low Priority
2023-02-12 05:00:00,vegan leather handbags,United States,Mobile,8994,70,1324,24902,7.19,12.16,5.88,Product Page,66.41,3854.06,10,2047.8618421052633,Growth Opportunity
2023-02-12 06:00:00,eco-friendly accessories,United Kingdom,Tablet,230,67,2740,16734,1.35,36.16,2.47,Category Page,63.41,8579.76,9,462.7765486725664,Low Priority
2023-02-12 07:00:00,sustainable outdoor gear,United Kingdom,Laptop,6645,48,2299,23334,3.33,48.69,6.93,Product Page,82.71,8064.65,12,479.2359827479975,Low Priority
2023-02-12 08:00:00,recycled fabric dresses,United Kingdom,Desktop,5834,32,395,49559,1.39,42.97,4.88,Category Page,50.47,2786.49,17,1153.3395392134048,Low Priority
2023-02-12 09:00:00,recycled fabric dresses,Mexico,Mobile,2163,11,2806,33242,2.45,16.38,14.37,Homepage,23.01,3739.61,13,2029.4261294261296,Growth Opportunity
2023-02-12 10:00:00,vegan leather handbags,Germany,Desktop,5609,48,494,22993,8.04,38.19,1.24,Product Page,49.41,7214.39,12,602.0686043466876,Low Priority
2023-02-12 11:00:00,vegan leather handbags,Canada,Laptop,1127,71,2001,19049,5.88,30.49,3.15,Product Page,28.82,7743.35,2,624.7622171203674,Low Priority
2023-02-12 12:00:00,vegan leather handbags,Australia,Desktop,901,52,510,18168,9.19,16.1,13.12,Homepage,76.69,6284.77,8,1128.4472049689439,Growth Opportunity
2023-02-12 13:00:00,vegan leather handbags,United States,Laptop,5286,4,1387,10005,6.46,29.51,2.8,Homepage,42.53,5049.78,2,339.0376143680108,Low Priority
2023-02-12 14:00:00,eco-friendly clothing,Canada,Tablet,4383,17,1753,5708,1.83,27.9,3.45,Homepage,36.9,1222.04,2,204.58781362007173,Low Priority
2023-02-12 15:00:00,organic cotton apparel,United States,Mobile,2573,25,1194,29429,8.22,26.42,12.27,Category Page,21.59,6075.08,18,1113.890991672975,Low Priority
2023-02-12 16:00:00,eco-friendly accessories,Canada,Laptop,5952,81,424,37247,8.01,5.16,1.45,Product Page,39.2,2076.18,13,7218.4108527131775,Quick Win
2023-02-12 17:00:00,organic cotton apparel,Germany,Mobile,4955,37,725,16897,6.08,26.94,6.62,Blog Post,16.85,421.96,6,627.2086117297698,Low Priority
2023-02-12 18:00:00,recycled fabric dresses,United States,Desktop,5924,38,2706,40957,1.01,28.72,4.36,Category Page,84.29,1950.93,0,1426.0793871866297,Low Priority
2023-02-12 19:00:00,eco-friendly accessories,Canada,Laptop,7335,19,149,41155,2.96,45.83,13.47,Blog Post,69.9,8961.35,2,897.9925812786385,Low Priority
2023-02-12 20:00:00,recycled fabric dresses,United States,Tablet,8165,46,474,22137,7.32,5.74,14.43,Category Page,82.59,3699.03,18,3856.6202090592333,Quick Win
2023-02-12 21:00:00,organic cotton apparel,United States,Tablet,2222,12,348,36560,3.69,39.9,10.88,Category Page,71.04,414.72,2,916.2907268170427,Low Priority
